position,pantheraCoverage,pantheraIdentity,alpineCoverage,alpineIdentity,nineSeqCoverage,nineSeqIdentity,product,geneFamily,geneLength
12599,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12600,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12601,5,1,3,0.17,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12602,5,0.47,3,0.17,8,0.36,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12603,5,0.47,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12604,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12605,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12606,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12607,5,1,3,0.17,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12608,5,1,3,0.17,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12609,5,0.67,3,0.5,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12610,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12611,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12612,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12613,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12614,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12615,5,0.4,3,0.5,8,0.36,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12616,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12617,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12618,5,0.67,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12619,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12620,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12621,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12622,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12623,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12624,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12625,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12626,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12627,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12628,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12629,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12630,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12631,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12632,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12633,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12634,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12635,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12636,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12637,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12638,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12639,5,1,3,0.17,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12640,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12641,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12642,5,0.4,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12643,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12644,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12645,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12646,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12647,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12648,5,0.4,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12649,5,0.67,3,1,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12650,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12651,5,1,3,0.17,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12652,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12653,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12654,5,0.47,3,0.17,8,0.33,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12655,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12656,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12657,5,0.47,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12658,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12659,5,0.67,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12660,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12661,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12662,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12663,5,0.4,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12664,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12665,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12666,5,0.47,3,0,8,0.25,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12667,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12668,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12669,5,0.4,3,0.33,8,0.28,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12670,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12671,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12672,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12673,5,0.67,3,1,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12674,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12675,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12676,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12677,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12678,5,0.47,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12679,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12680,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12681,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12682,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12683,5,1,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12684,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12685,5,1,3,0.17,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12686,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12687,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12688,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12689,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12690,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12691,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12692,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12693,5,0.67,3,1,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12694,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12695,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12696,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12697,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12698,5,0.47,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12699,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12700,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12701,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12702,5,0.4,3,0.33,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12703,5,0.4,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12704,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12705,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12706,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12707,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12708,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12709,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12710,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12711,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12712,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12713,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12714,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12715,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12716,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12717,5,0.4,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12718,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12719,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12720,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12721,5,0.67,3,0.33,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12722,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12723,5,0.67,3,0.5,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12724,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12725,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12726,5,1,3,0.17,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12727,5,0.67,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12728,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12729,5,0.47,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12730,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12731,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12732,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12733,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12734,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12735,5,0.67,3,0.5,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12736,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12737,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12738,5,0.4,3,0.33,8,0.28,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12739,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12740,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12741,5,0.67,3,1,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12742,5,1,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12743,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12744,5,0.47,3,0.17,8,0.33,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12745,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12746,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12747,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12748,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12749,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12750,5,1,3,0.17,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12751,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12752,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12753,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12754,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12755,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12756,5,0.47,3,0.33,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12757,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12758,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12759,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12760,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12761,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12762,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12763,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12764,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12765,5,0.47,3,0.33,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12766,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12767,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12768,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12769,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12770,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12771,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12772,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12773,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12774,5,1,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12775,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12776,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12777,5,1,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12778,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12779,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12780,5,0.67,3,0.17,8,0.33,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12781,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12782,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12783,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12784,5,1,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12785,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12786,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12787,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12788,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12789,5,0.47,3,0.17,8,0.33,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12790,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12791,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12792,5,0.67,3,0.17,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12793,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12794,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12795,5,0.67,3,0.5,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12796,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12797,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12798,5,1,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12799,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12800,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12801,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12802,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12803,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12804,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12805,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12806,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12807,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12808,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12809,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12810,5,0.4,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12811,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12812,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12813,5,0.47,3,0.17,8,0.22,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12814,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12815,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12816,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12817,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12818,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12819,5,0.67,3,1,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12820,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12821,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12822,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12823,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12824,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12825,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12826,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12827,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12828,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12829,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12830,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12831,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12832,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12833,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12834,5,0.67,3,1,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12835,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12836,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12837,5,0.67,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12838,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12839,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12840,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12841,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12842,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12843,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12844,5,1,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12845,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12846,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12847,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12848,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12849,5,0.47,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12850,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12851,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12852,5,0.4,3,0.17,8,0.36,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12853,5,0.67,3,0.17,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12854,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12855,5,1,3,0.33,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12856,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12857,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12858,5,0.47,3,1,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12859,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12860,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12861,5,0.47,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12862,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12863,5,0.47,3,0.33,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12864,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12865,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12866,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12867,5,0.67,3,0.5,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12868,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12869,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12870,5,0.47,3,0.33,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12871,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12872,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12873,5,0.67,3,0.5,8,0.5,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12874,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12875,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12876,5,0.47,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12877,5,1,3,0.5,8,0.78,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12878,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12879,5,1,3,0.17,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12880,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12881,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12882,5,0.47,3,1,8,0.61,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12883,5,1,3,0.17,8,0.58,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12884,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12885,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12886,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12887,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12888,5,0.47,3,0.5,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12889,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12890,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12891,5,1,3,0.17,8,0.44,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
12892,5,1,3,1,8,1,NADH dehydrogenase subunit 5,NADH dehydrogenase,1821
